1947,24.312529110386585,
1948,24.284263959390863,
1949,24.173745173745175,
1950,24.084397163120567,
1951,23.965673575129532,
1952,23.837470449172578,
1953,23.768139661756685,
1954,23.70392749244713,
1955,23.655228758169933,
1956,23.554978354978356,
1957,23.502112251056126,
1958,23.459086672879778,
1959,23.405911668671592,
1960,23.33095124662538,
1961,23.29688875843851,
1962,23.25767289592143,
1963,23.243893129770992,
1964,23.24040047114252,
1965,23.253272746943633,
1966,23.254362349187357,
1967,23.278948349804214,
1968,23.28387040887041,
1969,23.292787682333874,
1970,23.300531511009872,
1971,23.271604938271604,
1972,23.284293299280865,
1973,23.264629430038674,
1974,23.248098233003894,
1975,23.21566401816118,
1976,23.198415692191627,
1977,23.169660268911013,
1978,23.139732863643037,
1979,23.112139052425007,
1980,23.079568351766444,
1981,23.037387580299786,
1982,23.00008213215063,
1983,22.94599708305412,
1984,22.895803293617668,
1985,22.83418423163883,
1986,22.773553080085744,
1987,22.724998311837396,
1988,22.66847649392028,
1989,22.610288362190424,
1990,22.548302557460012,
1991,22.491784242001973,
1992,22.4318359375,
1993,22.380224041361483,
1994,22.30917573872473,
1995,22.261492671702268,
1996,22.20382625436169,
1997,22.16007436672089,
1998,22.107933806570077,
1999,22.064332159599058,
2000,22.01497791850679,
2001,21.970072156452876,
2002,21.92033238421756,
2003,21.86946212870825,
2004,21.817376877716264,
2005,21.763566768160068,
2006,21.719849457307035,
2007,21.660006158134408,
2008,21.6152580614835,
2009,21.547889708550006,
2010,21.496952511802622,
2011,21.42471118624965,
2012,21.37076692548699,
2013,21.29801759222791,
2014,21.247557540538484,
2015,21.177076838437557,
2016,21.126496997156444,
2017,21.068636027949783,
2018,21.008507982392747,
2019,20.947999536368712,
2020,20.88310293104147,
2021,20.829997952957,
2022,20.757291276675403,
2023,20.701688724145068,
2024,20.622709644057572,
2025,20.56107936876498,
2026,20.46981679449986,
2027,20.409453281155468,
2028,20.312442281475835,
2029,20.25165483381018,
2030,20.155483556770065,
2031,20.09524957329546,
2032,20.010461242873006,
2033,19.95324383982341,
2034,19.87532027345321,
2035,19.81847664221499,
2036,19.751061716917746,
2037,19.68772875255293,
2038,19.628472423872854,
2039,19.55455412999682,
2040,19.506425522156366,
2041,19.422346354700192,
2042,19.384817318757193,
2043,19.29285884214382,
2044,19.263327109810337,
2045,19.173032730041747,
2046,19.147881544245735,
2047,19.062185691387178,
2048,19.035040557146317,
2049,18.955611690539357,
2050,18.92387441381196,
2051,18.85161950680128,
2052,18.810291865960664,
2053,18.746376354928156,
2054,18.6931482316535,
2055,18.639214180194788,
2056,18.576326252676164,
2057,18.529391853567677,
2058,18.46045793093925,
2059,18.420943140224146,
2060,18.350399229627254,
2061,18.31521976324064,
2062,18.249185497595672,
2063,18.21432003468872,
2064,18.155311374993282,
2065,18.117804667442417,
2066,18.066897066195473,
2067,18.02122194248721,
2068,17.977991449915795,
2069,17.92292711506278,
2070,17.888781265054806,
2071,17.823548719985077,
2072,17.798832014151905,
2073,17.725431973679637,
2074,17.709597702114795,
2075,17.62981451071722,
2076,17.619455754055643,
2077,17.536467860779435,
