1945,2.3122923588039868
1946,2.270893371757925
1947,2.2788461538461537
1948,2.2839506172839505
1949,2.318840579710145
1950,2.3168
1951,2.3090128755364807
1952,2.2982456140350878
1953,2.324660633484163
1954,2.3432377049180326
1955,2.358878504672897
1956,2.3828522920203734
1957,2.370255615801704
1958,2.3919774806474314
1959,2.425368353619475
1960,2.4222481071636577
1961,2.4445623342175065
1962,2.4661800486618004
1963,2.488487584650113
1964,2.500417014178482
1965,2.5244781783681214
1966,2.5433585684790088
1967,2.5542244640605296
1968,2.5807012460156478
1969,2.5872
1970,2.5995564317397735
1971,2.5972063201282345
1972,2.605477107402653
1973,2.609362549800797
1974,2.6187732342007437
1975,2.6220677671589923
1976,2.6258514433992866
1977,2.626623872841204
1978,2.6283491789109767
1979,2.6319727891156464
1980,2.6355549825963647
1981,2.636352494178208
1982,2.6431326709526592
1983,2.643840214837194
1984,2.649022976164913
1985,2.649922480620155
1986,2.6516495564636697
1987,2.6550732969244035
1988,2.653831914105887
1989,2.656572853580335
1990,2.653432090259237
1991,2.6533001245330015
1992,2.6508866244082485
1993,2.6479540336982685
1994,2.64166103476759
1995,2.6383009673430795
1996,2.6289057026761946
1997,2.6224864130434784
1998,2.6164679680335388
1999,2.6084448107525517
2000,2.6033892083690198
2001,2.5962357954545454
2002,2.58909733705879
2003,2.585095836087244
2004,2.5757011335213664
2005,2.5749716990840796
2006,2.5666981554218666
2007,2.566074002883229
2008,2.5602757592696106
2009,2.559861217501014
2010,2.5577722360764756
2011,2.5561198577958355
2012,2.5572063544324637
2013,2.554643284176963
2014,2.554622174047693
2015,2.548618639949157
2016,2.5481879584574045
2017,2.539678096571029
2018,2.5378108438646554
2019,2.5269447354635934
2020,2.517746693310496
2021,2.509749473619969
2022,2.499734779277421
2023,2.4931994910221973
2024,2.479809134287662
2025,2.4756827387952436
2026,2.4610324141755306
2027,2.4587990011879075
2028,2.444077946990432
2029,2.442853270690278
2030,2.429626402352685
2031,2.4302281448994223
2032,2.4183262884083887
2033,2.4213353798925557
2034,2.4122951596097377
2035,2.4157893773229095
2036,2.4065179498917195
2037,2.4097217509331523
2038,2.4004886391399953
2039,2.4035788389834476
2040,2.3934864812351475
2041,2.3948943812537418
2042,2.3831480270329193
2043,2.3841902962378185
2044,2.3697295294553538
2045,2.3722315868333568
2046,2.35538243151106
2047,2.3616429372315895
2048,2.3424220963172804
2049,2.3520869232242005
2050,2.333354722204398
2051,2.3440521446301794
2052,2.3287615471522565
2053,2.339578417492528
2054,2.3278970796114167
2055,2.3398589165588155
2056,2.3309489229432763
2057,2.344426500557542
2058,2.337118528111027
2059,2.350157147626668
2060,2.3422101379760227
2061,2.3553914617356013
2062,2.344615867473543
2063,2.3591215936196273
2064,2.3440527130968944
2065,2.3615689264980815
2066,2.3433977534035506
2067,2.3645501740803936
2068,2.3433129325393813
2069,2.368539007457592
2070,2.3452829209152903
2071,2.37374565516299
2072,2.3490356043006106
2073,2.380151288215378
2074,2.3555167756355857
2075,2.3885243637886258
2076,2.364531404463581
2077,2.398862599586579
2078,2.375288653301144
2079,2.4112969654752057
2080,2.387328985046134
2081,2.4254737763177086
2082,2.4000376855245227
2083,2.440329306912532
2084,2.413433329572148
2085,2.455716116383307
2086,2.427357443229605
2087,2.4706734160921817
2088,2.4405585586114054
2089,2.4842456601608793
2090,2.4530015132249736
2091,2.496775598070762
2092,2.4656599339595595
2093,2.5099567731003543
2094,2.4801576801297998
2095,2.525320997538772
2096,2.4972069395921586
2097,2.5435369572670723
2098,2.5165134292433162
2099,2.5641784711678937
